priority,page_kind,match_key,product_category,merchant_examples,cta_label,lead_text,affiliate_url,image_url,image_w,image_h,image_alt,pixel_url,notes
1,hikaku,house_yachin,引越し見積・手配,ハコブ,引越し費用の見積を取る,家賃補助の比較とあわせて、転居時の引越し費用も早めに見積もっておくと安心です。,https://px.a8.net/svt/ejp?a8mat=4B8B4Q+C2MSQA+4HN6+TTDZ5,https://www28.a8.net/svt/bgt?aid=260728154730&wid=017&eno=01&mid=s00000020949005008000&mc=1,300,250,ハコブの引越し見積バナー,https://www10.a8.net/0.gif?a8mat=4B8B4Q+C2MSQA+4HN6+TTDZ5,"CTR目標1%以上。グラフ横並び・1ページ1枠"
1,ranking,moving,引越し見積・手配,ハコブ,引越し費用の見積を取る,制度が手厚い自治体への住み替えを検討したら、引越し費用の見積も並行して取れます。,https://px.a8.net/svt/ejp?a8mat=4B8B4Q+C2MSQA+4HN6+TTDZ5,https://www28.a8.net/svt/bgt?aid=260728154730&wid=017&eno=01&mid=s00000020949005008000&mc=1,300,250,ハコブの引越し見積バナー,https://www10.a8.net/0.gif?a8mat=4B8B4Q+C2MSQA+4HN6+TTDZ5,グラフ横並び。高意図ページに限定
1,guide,moving,引越し見積・手配,ハコブ,引越し費用の見積を取る,転入手続きや助成の確認と並行して、引越し手配の見積を進めるとスムーズです。,https://px.a8.net/svt/ejp?a8mat=4B8B4Q+C2MSQA+4HN6+TTDZ5,https://www28.a8.net/svt/bgt?aid=260728154730&wid=017&eno=01&mid=s00000020949005008000&mc=1,300,250,ハコブの引越し見積バナー,https://www10.a8.net/0.gif?a8mat=4B8B4Q+C2MSQA+4HN6+TTDZ5,ガイド本文の下・関連リンクの前
5,program_cat,house_yachin,引越し見積・手配,ハコブ,引越し費用の見積を取る,家賃補助の内容を確認したあと、転居が必要なら引越し費用の見積も確認できます。,https://px.a8.net/svt/ejp?a8mat=4B8B4Q+C2MSQA+4HN6+TTDZ5,https://www28.a8.net/svt/bgt?aid=260728154730&wid=017&eno=01&mid=s00000020949005008000&mc=1,300,250,ハコブの引越し見積バナー,https://www10.a8.net/0.gif?a8mat=4B8B4Q+C2MSQA+4HN6+TTDZ5,制度詳細は公式ボタンの下に1枠
1,hikaku,house_yachin,賃貸物件検索,SUUMO / HOME'S / athome / 賃貸スタイル,家賃補助のあるエリアの賃貸を探す,家賃補助の比較を見たら、次は実際に住める物件を確認するのが近道です。,,,,,,"URL未設定。バナーと併用しない（CTR希薄化防止）"
1,hikaku,house_taishin,住宅リフォーム・耐震相談,リフォーム一括見積 / 耐震診断関連,耐震・改修の相談先を探す,助成制度があっても、施工店選びや見積比較は別途必要です。,,,,,,"リフォーム系は誇大表現を避け、相談・見積に留める"
1,hikaku,house_reform,住宅リフォーム見積,リフォーム一括見積サイト,リフォーム費用の目安を取る,自治体助成の対象工事かは公式条件の確認が先。見積は補助申請の準備にも使えます。,,,,,,
2,hikaku,eld_hochoki,補聴器,補聴器専門店 / 通販型補聴器,補聴器の種類や価格帯を見る,助成額を確認したあと、対象機種・自己負担額の目安を商品側でも確認できます。,,,,,,"高単価。PR明記必須。医療断定は禁止"
2,hikaku,eld_omutsu,大人用紙おむつ,アテント / ライフリー / 介護用品通販,大人用紙おむつの定期購入を見る,助成の上限を超える分や、支給対象外の方の実費負担を補う用途です。,,,,,,
2,hikaku,eld_yougu,介護用品・福祉用具,介護用品通販 / レンタル紹介,介護用品の購入・レンタルを見る,用具助成の対象外・自己負担分の補完として案内します。,,,,,,
2,ranking,elderly_care,介護・見守り周辺,介護用品通販 / 見守りサービス,高齢期の暮らしの備えを見る,自治体助成とあわせて、日常の介護用品や見守り手段も確認できます。,,,,,,
2,guide,elderly-care,補聴器・紙おむつ,補聴器店 / 大人用おむつ通販,助成とあわせて実費で揃えるものを見る,紙おむつ・補聴器は自治体差が大きい分野です。制度確認後の買い物導線として使います。,,,,,,
3,hikaku,preg_sango_care,出産・育児準備,たまひよ通販 / ベビー用品 / 出産準備セット,出産準備に必要なものを見る,産後ケア制度の確認と並行して、退院後すぐ使う用品の準備が必要になることが多いです。,,,,,,"医療行為の代替に見えない文言にする"
3,hikaku,preg_gift,出産準備・ギフト,ベビー用品 / 出産祝いギフト,出産準備・祝いの品を見る,自治体のギフト・クーポンと別に、家庭で用意する用品の参考にしてください。,,,,,,
